CORE-ID,CDISC Rule ID,Organization,Standard Name,Standard Version,Status,Sensitivity,Rule Type,Executability,Scope,Error Message,Output Variables,Description,Check,Operations
CDISC.SENDIG.125,125,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['SE']}}",SEUPDES variable has a null value when ETCD has a value of 'UNPLAN',"ETCD,SEUPDES",Verify that SEUPDES is populated when ETCD is equal to UNPLAN,"{'all': [{'name': 'ETCD', 'operator': 'equal_to', 'value': 'UNPLAN'}, {'name': 'SEUPDES', 'operator': 'empty'}]}",
CDISC.SENDIG.130,130,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['SE']}}",SESEQ is not chronologically (based on SESTDTC) within USUBJID,"USUBJID,SESTDTC",Trigger error when the order of SESEQ is not chronologically (based on SESTDTC) within USUBJID,"{'all': [{'name': 'SESEQ', 'operator': 'target_is_sorted_by', 'value': ['SESTDTC', 'USUBJID']}]}",
CDISC.SENDIG.130,130,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['SE']}}",SESEQ is not chronologically (based on SESTDTC) within USUBJID,"USUBJID,SESEQ,SESTDTC",Trigger error when the order of SESEQ is not chronologically (based on SESTDTC) within USUBJID,"{'all': [{'name': 'SESEQ', 'operator': 'target_is_sorted_by', 'value': 'SESTDTC', 'within': 'USUBJID'}]}",
CDISC.SENDIG.132,132,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['INTERVENTIONS', 'FINDINGS']}, 'Domains': {'Include': ['ALL']}}","When POOLID is populated, USUBJID may not be populated","USUBJID,POOLID",Raise an error when both USUBJID and POOLID are empty,"{'all': [{'name': 'POOLID', 'operator': 'non_empty'}, {'name': 'USUBJID', 'operator': 'non_empty'}]}",
CDISC.SENDIG.134,134,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['EX']}}","EXDOSE is 0, EXLOT may not be populated","EXDOSE,EXLOT","If no test article (as described in EXTRT) is administered (i.e., EXDOSE is 0), EXLOT is null.","{'all': [{'name': 'EXDOSE', 'operator': 'equal_to', 'value': 0}, {'name': 'EXLOT', 'operator': 'non_empty'}]}",
CDISC.SENDIG.138,138,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['INTERVENTIONS', 'EVENTS', 'FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--SEQ is not unique within USUBJID or POOLID,"USUBJID,POOLID,--SEQ",Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,"{'any': [{'all': [{'name': 'USUBJID', 'operator': 'non_empty'}, {'name': '--SEQ', 'operator': 'is_not_unique_set', 'value': 'USUBJID'}]}, {'all': [{'name': 'POOLID', 'operator': 'non_empty'}, {'name': '--SEQ', 'operator': 'is_not_unique_set', 'value': 'POOLID'}]}]}",
CDISC.SENDIG.139,139,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",POOLID is not found in POOLDEF.POOLID,,Trigger error when POOLID is not present in POOLDEF in DM.USUBJID,"{'all': [{'name': 'POOLID', 'operator': 'non_empty'}, {'name': 'POOLID', 'operator': 'is_not_contained_by', 'value': '$pooldef_poolid'}]}","{'domain': 'POOLDEF', 'id': '$pooldef_poolid', 'name': 'POOLID', 'operator': 'distinct'}"
CDISC.SENDIG.143,143,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Exclude': ['SC']}}",--STAT does not contain a value from the (ND) codelist,,Trigger error when --STAT is non-empty and does not contain a value from the ND codelist,"{'all': [{'name': '--STAT', 'operator': 'non_empty'}, {'name': '--STAT', 'operator': 'not_equal_to', 'value': 'NOT DONE'}]}",
CDISC.SENDIG.145,145,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Exclude': ['SC']}}","When --ORRES is populated, --STAT may not be populated.",,Trigger error when --ORRES is populated and --STAT is populated,"{'all': [{'name': '--ORRES', 'operator': 'non_empty'}, {'name': '--STAT', 'operator': 'non_empty'}]}",
CDISC.SENDIG.146,146,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Exclude': ['SC']}}","When --STAT is not populated, --REASND may not be populated.",,Trigger error when --STAT is not populated and --REASND is populated,"{'all': [{'name': '--STAT', 'operator': 'empty'}, {'name': '--REASND', 'operator': 'non_empty'}]}",
CDISC.SENDIG.147,147,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--BLFL value must either be 'Y' or null,,"Trigger error when --BLFL is populated and the value is different from ""Y""","{'all': [{'name': '--BLFL', 'operator': 'non_empty'}, {'name': '--BLFL', 'operator': 'not_equal_to', 'value': 'Y'}]}",
CDISC.SENDIG.148,148,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--EXFL value must either be 'Y' or null,,"Trigger error when --EXFL is populated and the value is different from ""Y""","{'all': [{'name': '--EXFL', 'operator': 'non_empty'}, {'name': '--EXFL', 'operator': 'not_equal_to', 'value': 'Y'}]}",
CDISC.SENDIG.149,149,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--REASEX may only be present when --EXCLFL is 'Y',,Trigger error when --REASEX is populated and --EXCLFL is not 'Y',"{'all': [{'name': '--EXFL', 'operator': 'not_equal_to', 'value': 'Y'}, {'name': '--REASEX', 'operator': 'non_empty'}]}",
CDISC.SENDIG.150,150,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['BG']}}",The Body Weight Gain test is not unique for this subject and date/time.,"USUBJID,BGTESTCD,BGDTC","Raise an error when there is more than one record present for any particular Body Weight Gain test, in the BG Domain, for a subject on a particular date.","{'all': [{'name': 'BGDTC', 'operator': 'non_empty'}, {'name': 'BGTESTCD', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'BGDTC']}]}",
CDISC.SENDIG.153,153,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['BG']}}",BGSTRESU is not consistent within BGTESTCD,"BGSTRESU,BGTESTCD",Trigger error when --BGSTRESU is not consistent within BGTESTCD,"{'all': [{'name': 'BGSTRESU', 'operator': 'is_unique_set', 'value': 'BGTESTCD'}]}",
CDISC.SENDIG.156,156,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['CL']}}",The Clinical Observation test result is not unique for this subject and date/time.,"USUBJID,POOLID,CLTESTCD,CLORRES,CLDTC","Raise an error when there is more than one record present for any particular Result or Findings as Collected, in the CL Domain, for a subject or pool on a particular date.","{'any': [{'all': [{'name': 'CLDTC', 'operator': 'non_empty'}, {'name': 'USUBJID', 'operator': 'non_empty'}, {'name': 'CLORRES', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'CLDTC']}]}, {'all': [{'name': 'CLDTC', 'operator': 'non_empty'}, {'name': 'POOLID', 'operator': 'non_empty'}, {'name': 'CLORRES', 'operator': 'is_not_unique_set', 'value': ['POOLID', 'CLDTC']}]}]}",
CDISC.SENDIG.161,161,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['CL']}}",CLRESCAT may not be equal to CLTEST and CLRESCAT may not be equal to CLSCAT,"CLRESCAT,CLTEST,CLSCAT",Trigger error when CLRESCAT is equal to CLTEST or when CLRESCAT is equal to CLSCAT,"{'any': [{'name': 'CLRESCAT', 'operator': 'equal_to', 'value': 'CLTEST'}, {'name': 'CLRESCAT', 'operator': 'equal_to', 'value': 'CLSCAT'}]}",
CDISC.SENDIG.169,169,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['LB']}}",The Clinical Observation test result is not unique for this subject and date/time.,"USUBJID,POOLID,LBTESTCD,LBSPEC,LBDTC","Raise an error when there is more than one record present for any particular Result or Findings as Collected, in the CL Domain, for a subject or pool on a particular date.","{'any': [{'all': [{'name': 'LBDTC', 'operator': 'non_empty'}, {'name': 'USUBJID', 'operator': 'non_empty'}, {'name': 'LBTESTCD', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'LBSPEC', 'LBDTC']}]}, {'all': [{'name': 'LBDTC', 'operator': 'non_empty'}, {'name': 'POOLID', 'operator': 'non_empty'}, {'name': 'LBTESTCD', 'operator': 'is_not_unique_set', 'value': ['POOLID', 'LBSPEC', 'LBDTC']}]}]}",
CDISC.SENDIG.17,17,CDISC,"SENDIG,SENDIG-DART","3.0,3.1,3.1.1,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--TESTCD > 8 chars,--TESTCD,Raise an error when --TESTCD > 8 chars,"{'any': [{'name': '--TESTCD', 'operator': 'longer_than', 'value': 8}]}",
CDISC.SENDIG.172,172,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--DRVFL must be null or 'Y',,Raise an error when record is derived in a --DRVFL is not null and is not equal to 'Y',"{'all': [{'name': '--DRVFL', 'operator': 'non_empty'}, {'name': '--DRVFL', 'operator': 'not_equal_to', 'value': 'Y'}]}",
CDISC.SENDIG.175,175,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['MA']}}",The Macroscopy Finding test result is not unique for this subject and date/time.,"USUBJID,MATESTCD,MAORRES,MASPEC,MADTC","Raise an error when there is more than one record present for any particular Macroscopic Finding in the MA Domain, for a subject on a particular date.","{'all': [{'name': 'MADTC', 'operator': 'non_empty'}, {'name': 'MASPEC', 'operator': 'non_empty'}, {'name': 'MAORRES', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'MASPEC', 'MADTC']}]}",
CDISC.SENDIG.177,177,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['MA']}}",When MATEST is 'Gross Pathological Examination' then MASPEC is required.,,"When MATEST is ""Gross Pathological Examination"" MASPEC is required.","{'all': [{'name': 'MATEST', 'operator': 'equal_to', 'value': 'Gross Pathological Examination'}, {'name': 'MASPEC', 'operator': 'empty'}]}",
CDISC.SENDIG.178,178,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['MA']}}",When MATEST is 'Clinical Signs Follow-up' MASPEC may not be populated.,,When MATEST is 'Clinical Signs Follow-up' MASPEC should not be used.,"{'all': [{'name': 'MATEST', 'operator': 'equal_to', 'value': 'Clinical Signs Follow-up'}, {'name': 'MASPEC', 'operator': 'non_empty'}]}",
CDISC.SENDIG.18,18,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--TESTCD may not start with a number,--TESTCD,Raise an error when --TESTCD starts with a number,"{'any': [{'name': '--TESTCD', 'operator': 'matches_regex', 'value': '^[0-9]'}]}",
CDISC.SENDIG.180,180,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['MI']}}",The Microscopic Finding test result is not unique for this subject and date/time.,"USUBJID,MITESTCD,MIORRES,MISPEC,MIDTC","Raise an error when there is more than one record present for any particular Microscopic Finding in the MI Domain, for a subject on a particular date.","{'all': [{'name': 'MIDTC', 'operator': 'non_empty'}, {'name': 'MISPEC', 'operator': 'non_empty'}, {'name': 'MIORRES', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'MISPEC', 'MIDTC']}]}",
CDISC.SENDIG.182,182,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['LB', 'MA', 'MI', 'PC']}}",--SPCUFL must be 'N' or null.,,Raise an error when record is --SPCUFL is not null and is not equal to 'N',"{'all': [{'name': '--SPCUFL', 'operator': 'non_empty'}, {'name': '--SPCUFL', 'operator': 'not_equal_to', 'value': 'N'}]}",
CDISC.SENDIG.183,183,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['MA', 'MI']}}","--DTHREF must be 'Y, 'N', 'U' or null.",,"Raise an error when record is --DTHREL is not null and is not equal to 'Y', 'N' or 'U'","{'all': [{'name': '--DTHREL', 'operator': 'non_empty'}, {'name': '--DTHREL', 'operator': 'not_equal_to', 'value': 'Y'}, {'name': '--DTHREL', 'operator': 'not_equal_to', 'value': 'U'}, {'name': '--DTHREL', 'operator': 'not_equal_to', 'value': 'N'}]}",
CDISC.SENDIG.188,180,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['OM']}}",The Organ Measurement test is not unique for this subject and date/time.,"USUBJID,OMTESTCD,OMSPEC,OMDTC","Raise an error when there is more than one record present for any particular Organ Measurement test in the MO Domain, for a subject on a particular date.","{'all': [{'name': 'OMDTC', 'operator': 'non_empty'}, {'name': 'OMSPEC', 'operator': 'non_empty'}, {'name': 'OMDTC', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'OMTESTCD', 'OMSPEC']}]}",
CDISC.SENDIG.191,191,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['PM']}}",The palpable mass test and result is not unique for this subject and date/time.,"USUBJID,PMTESTCD,PMORRES,PMDTC","Raise an error when there is more than one record present for any particular Palpable Mass test per Palpable Mass test in the PM Domain, for a subject on a particular date.","{'all': [{'name': 'PMDTC', 'operator': 'non_empty'}, {'name': 'PMDTC', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'PMTESTCD', 'PMORRES']}]}",
CDISC.SENDIG.192,192,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['PC']}}",The Pharmacokinetics Concentration test is not unique for this subject or pool and specimen and date/time.,"USUBJID,POOLID,PCTESTCD,PCSPEC,PCDTC","Raise an error when there is more than one record present for any particular Pharmacokinetics Concentration, in the PC Domain, for a subject or pool on a particular date.","{'any': [{'all': [{'name': 'PCDTC', 'operator': 'non_empty'}, {'name': 'USUBJID', 'operator': 'non_empty'}, {'name': 'PCTESTCD', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'PCSPEC', 'PCDTC']}]}, {'all': [{'name': 'PCDTC', 'operator': 'non_empty'}, {'name': 'POOLID', 'operator': 'non_empty'}, {'name': 'PCTESTCD', 'operator': 'is_not_unique_set', 'value': ['POOLID', 'PCSPEC', 'PCDTC']}]}]}",
CDISC.SENDIG.194,194,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['PC']}}",PCSTRESN may not be populated as PCORRES is less than PCLLOQ,"PCORRES,PCSTRESN","If the PCORRES result is less than the Lower Limit of Quantification, then PCSTRESN should be null and not populated with the value of zero (0).","{'all': [{'name': 'PCORRES', 'operator': 'less_than', 'value': 'PCLLOQ'}, {'name': 'PCSTRESN', 'operator': 'non_empty'}]}",
CDISC.SENDIG.199,199,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['SC']}}",The Subject Characteristics test is not unique for this subject.,"USUBJID,SCTESTCD",Raise an error when there is more than one record present for any particular Subject Characteristics test for a subject.,"{'all': [{'name': 'SCTESTCD', 'operator': 'is_not_unique_set', 'value': ['USUBJID']}]}",
CDISC.SENDIG.20,20,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['RELATIONSHIP']}, 'Domains': {'Include': ['SUPP--']}}",QNAM > 8 chars,"IDVAR,IDVARVAL,QNAM",Raise an error when QNAM > 8 chars,"{'all': [{'name': 'QNAM', 'operator': 'longer_than', 'value': 8}]}",
CDISC.SENDIG.200,200,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['TF']}}",The Tumor Findings test result is not unique for this subject and specimen.,"USUBJID,TFTESTCD,TFORRES,TFSPEC",Raise an error when there is more than one record present for any particular tumor test result for a subject and specimen.,"{'all': [{'name': 'TFORRES', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'TFSPEC']}]}",
CDISC.SENDIG.206,206,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['VS']}}",The Vital Signs test is not unique for this subject and measurement datetime.,"USUBJID,VSTESTCD,VSDTC",Raise an error when there is more than one record present for any particular Vital Signs test for a subject and measurement date/time.,"{'all': [{'name': 'VSTESTCD', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'VSDTC']}]}",
CDISC.SENDIG.208,208,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['EG']}}",The ECG test is not unique for this subject and measurement datetime.,"USUBJID,EGTESTCD,EGDTC",Raise an error when there is more than one record present for any particular ECG test for a subject and measurement date/time.,"{'all': [{'name': 'EGTESTCD', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'EGDTC']}]}",
CDISC.SENDIG.21,21,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['RELATIONSHIP']}, 'Domains': {'Include': ['SUPP--']}}",QNAM may not start with a number,"IDVAR,IDVARVAL,QNAM",Raise an error when QNAM starts with a number,"{'all': [{'name': 'QNAM', 'operator': 'matches_regex', 'value': '^[0-9]'}]}",
CDISC.SENDIG.213,213,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['TRIAL DESIGN']}, 'Domains': {'Include': ['TE']}}",ELEMENT and ETCD do not have a one-to-one relationship.,"ETCD,ELEMENT",ETCD and ELEMENT have a one-to-one relationship,"{'all': [{'name': 'ETCD', 'operator': 'exists'}, {'name': 'ELEMENT', 'operator': 'exists'}, {'any': [{'name': 'ETCD', 'operator': 'is_not_unique_relationship', 'value': 'ELEMENT'}, {'name': 'ELEMENT', 'operator': 'is_not_unique_relationship', 'value': 'ETCD'}]}]}",
CDISC.SENDIG.214,214,CDISC,SENDIG,3.1,Draft,Record,Record Data,,"{'Classes': {'Include': ['TRIAL DESIGN']}, 'Domains': {'Include': ['TE']}}",TEDUR cannot be null when TEENRL is null,"TEENRL,TEDUR",Raise an error if TEDUR is null when TEENRL is null,"{'all': [{'name': 'TEENRL', 'operator': 'empty'}, {'name': 'TEDUR', 'operator': 'empty'}]}",
CDISC.SENDIG.216,216,CDISC,SENDIG,3.1,Draft,Dataset,Record Data,,"{'Classes': {'Include': ['TRIAL DESIGN']}, 'Domains': {'Include': ['TE']}}","The combination of ELEMENT, TESTRL, TEENRL, and TEDUR is not unique for each ETCD","ELEMENT,TESTRL,TEENRL,TEDUR","The combination of ELEMENT, TESTRL, TEENRL, and TEDUR must be unique for each ETCD.","{'any': [{'all': [{'name': 'ETCD', 'operator': 'is_not_unique_set', 'value': ['ELEMENT', 'TESTRL', 'TEENRL']}, {'name': 'TEDUR', 'operator': 'not_exists'}]}, {'all': [{'name': 'ETCD', 'operator': 'is_not_unique_set', 'value': ['ELEMENT', 'TESTRL', 'TEDUR']}, {'name': 'TEENRL', 'operator': 'not_exists'}]}, {'name': 'ETCD', 'operator': 'is_not_unique_set', 'value': ['ELEMENT', 'TESTRL', 'TEENRL', 'TEDUR']}]}",
